0.4985	0.7530
0.5342	0.8280
0.5388	0.7536
0.5513	0.8136
0.5564	0.7414
0.5630	0.7764
0.5667	0.7492
0.5786	0.7780
0.5906	0.8043
0.5935	0.7824
0.5997	0.8061
0.6172	0.7823
0.6257	0.8028
0.6335	0.8018
0.6350	0.8028
0.6466	0.8302
0.6589	0.8028
0.6486	0.8231
0.6590	0.8247
0.6683	0.8524
0.6702	0.8490
0.6797	0.8524
0.6825	0.8524
0.6912	0.8524
0.6874	0.8300
0.6934	0.8247
0.6919	0.8251
0.6906	0.8404
0.7034	0.8533
0.7065	0.8524
0.7117	0.8524
0.7120	0.8533
0.7007	0.8533
0.7043	0.8524
0.6993	0.8524
0.7002	0.8373
0.7081	0.8557
0.7020	0.8547
0.7182	0.8533
0.7251	0.8613
0.7346	0.8605
0.7377	0.8605
0.7415	0.8557
0.7544	0.8582
0.7635	0.8694
0.7675	0.8616
0.7724	0.8668
0.7806	0.8767
0.7778	0.8756
0.7751	0.8891
0.7758	0.8805
0.7746	0.8756
0.7710	0.8891
0.7727	0.8771
0.7829	0.8888
0.7821	0.8888
0.7780	0.8761
0.7772	0.8870
0.7764	0.8915
0.7767	0.8915
0.7757	0.8829
0.7808	0.9008
0.7797	0.8868
0.7859	0.8955
0.7880	0.8955
0.7880	0.8955
0.7970	0.9097
0.7971	0.8972
0.7996	0.9107
0.7998	0.9018
0.7874	0.9129
0.7922	0.9208
0.7872	0.9101
0.7963	0.9097
0.7929	0.9097
0.7960	0.9194
0.8057	0.9104
0.7989	0.9308
0.7961	0.9013
0.7989	0.8972
0.7825	0.9040
0.7768	0.9055
0.7783	0.9054
0.7857	0.9111
0.7866	0.9040
0.8037	0.9054
0.8029	0.9105
0.8077	0.9149
0.7966	0.9172
0.8105	0.8925
0.8194	0.9054
0.8211	0.9087
0.8228	0.9235
0.8300	0.9277
0.8303	0.9154
0.8276	0.9107
0.8350	0.9076
0.8275	0.9066
0.8227	0.9040
0.8184	0.9069
0.8214	0.9040
0.8152	0.9085
0.8249	0.9069
0.8237	0.9247
0.8180	0.9179
0.8107	0.9121
0.8194	0.9179
0.8269	0.9140
0.8232	0.9112
0.8275	0.9045
0.8178	0.9145
0.8246	0.9145
0.8156	0.9120
0.8115	0.9011
0.8111	0.9087
0.8210	0.9064
0.8291	0.9129
0.8290	0.9129
0.8195	0.9129
0.8162	0.9187
0.8164	0.9132
0.8189	0.9081
0.8145	0.9106
0.8204	0.9153
0.8235	0.9129
0.8290	0.9199
0.8361	0.9153
0.8366	0.9154
0.8401	0.9199
0.8367	0.9086
0.8370	0.9118
0.8403	0.9108
0.8435	0.9179
0.8426	0.9108
0.8395	0.9108
0.8324	0.9089
0.8315	0.9086
0.8362	0.9172
0.8316	0.9086
0.8377	0.9107
0.8406	0.9086
0.8424	0.9108
0.8401	0.9166
0.8353	0.9096
0.8374	0.9136
0.8270	0.9083
0.8247	0.9038
0.8200	0.9075
0.8241	0.9083
0.8246	0.9079
0.8133	0.9083
0.8183	0.9285
0.8240	0.9285
0.8237	0.9210
0.8237	0.9213
0.8191	0.9073
0.8248	0.9079
0.8174	0.9079
0.8126	0.9040
0.8174	0.9073
0.8138	0.9073
0.8311	0.9073
0.8280	0.9002
0.8262	0.9049
0.8177	0.9060
0.8147	0.9008
0.8158	0.9079
0.8024	0.9073
0.8020	0.9139
0.8030	0.9073
0.8220	0.9142
0.8329	0.9142
0.8358	0.9142
0.8283	0.9126
0.8248	0.9148
0.8197	0.9142
0.8333	0.9070
0.8343	0.9142
0.8400	0.9142
0.8353	0.9193
0.8326	0.9171
0.8493	0.9193
0.8492	0.9142
0.8452	0.9142
0.8526	0.9142
