0.4945	0.6854
0.5022	0.7041
0.5082	0.7369
0.5255	0.7108
0.5274	0.6706
0.5375	0.6855
0.5449	0.7237
0.5637	0.7508
0.5689	0.7484
0.5769	0.7503
0.5826	0.7466
0.5965	0.7633
0.5984	0.7658
0.6005	0.7591
0.6057	0.7417
0.6193	0.7658
0.6284	0.7591
0.6292	0.7723
0.6355	0.7658
0.6430	0.7678
0.6483	0.7681
0.6476	0.7723
0.6601	0.7723
0.6698	0.7822
0.6708	0.7828
0.6700	0.7681
0.6678	0.7828
0.6666	0.7583
0.6634	0.7583
0.6631	0.7742
0.6717	0.7822
0.6766	0.7741
0.6855	0.7741
0.6869	0.8066
0.6849	0.8864
0.6778	0.7767
0.6826	0.7809
0.6813	0.8562
0.6869	0.8562
0.6880	0.8655
0.6835	0.8449
0.6860	0.8489
0.6792	0.8119
0.6831	0.8655
0.6803	0.8441
0.6736	0.8449
0.6826	0.8542
0.6829	0.8583
0.6828	0.8595
0.6827	0.8595
0.6815	0.8489
0.6934	0.8441
0.6969	0.8452
0.6980	0.8581
0.7018	0.8970
0.6997	0.8975
0.7011	0.8802
0.7016	0.8620
0.7083	0.8816
0.7018	0.8700
0.7167	0.8815
0.7134	0.8625
0.7193	0.8609
0.7136	0.8758
0.7115	0.8844
0.7208	0.9067
0.7224	0.9051
0.7367	0.9067
0.7270	0.9185
0.7293	0.9002
0.7433	0.8892
0.7385	0.9127
0.7361	0.9165
0.7448	0.9165
0.7419	0.9160
0.7377	0.9132
0.7363	0.9080
0.7426	0.9164
0.7610	0.9165
0.7595	0.9165
0.7716	0.9185
0.7658	0.9187
0.7811	0.9175
0.7725	0.9165
0.7678	0.9210
0.7722	0.9156
0.7772	0.9160
0.7665	0.9175
0.7762	0.9175
0.7852	0.9175
0.7962	0.9187
0.7776	0.9175
0.7733	0.9175
0.7725	0.9160
0.7760	0.9211
0.7777	0.9454
0.7906	0.9454
0.7807	0.9217
0.7812	0.9454
0.7809	0.9217
0.7932	0.9454
0.8104	0.9346
0.8198	0.9389
0.8156	0.9238
0.8121	0.9454
0.8082	0.9454
0.8207	0.9454
0.8105	0.9454
0.8052	0.9454
0.7982	0.9454
