0.5071	0.8174
0.5126	0.8219
0.5789	0.8556
0.5783	0.8128
0.6137	0.8626
0.6342	0.8430
0.6415	0.8246
0.6607	0.8378
0.6790	0.8311
0.6863	0.8545
0.6903	0.8420
0.7026	0.8430
0.7120	0.8312
0.7399	0.8518
0.7397	0.8312
0.7480	0.8380
0.7547	0.8380
0.7583	0.8208
0.7566	0.8946
0.7494	0.8440
0.7637	0.8946
0.7560	0.8550
0.7747	0.8261
0.7815	0.8299
0.7729	0.8927
0.7712	0.8550
0.7682	0.8590
0.7693	0.8868
0.7725	0.8594
0.7767	0.8615
0.7690	0.8419
0.7720	0.8550
0.7706	0.8590
0.7754	0.8348
0.7821	0.8264
0.7855	0.8264
0.7744	0.8399
0.7699	0.8291
0.7773	0.8276
0.7884	0.8276
0.7849	0.8269
0.7871	0.8276
0.7829	0.8276
0.7814	0.8483
0.7788	0.8264
0.7853	0.8264
0.7901	0.8264
0.7917	0.8252
0.7936	0.8261
0.7969	0.8264
0.7884	0.8249
0.7847	0.8249
0.7853	0.8261
0.7881	0.8261
0.7959	0.8249
0.7884	0.8261
0.7920	0.8261
0.7860	0.8249
0.7889	0.8249
0.7906	0.8249
0.7907	0.8249
0.7745	0.8249
0.7788	0.8249
0.7751	0.8242
0.7876	0.8260
0.7771	0.8260
0.7846	0.8260
0.7764	0.8260
0.7859	0.8260
0.7768	0.8284
0.7894	0.8264
0.7755	0.8382
0.7912	0.8272
0.7917	0.8272
0.7771	0.8261
0.7807	0.8261
0.7638	0.8261
0.7689	0.8243
0.7638	0.8261
0.7616	0.8261
0.7572	0.8229
0.7651	0.8214
0.7678	0.8366
0.7737	0.8264
0.7693	0.8264
0.7703	0.8229
0.7689	0.8264
0.7725	0.8573
