0.5016	0.7370
0.5147	0.7184
0.5231	0.7310
0.5365	0.7302
0.5477	0.7774
0.5497	0.7841
0.5660	0.7394
0.5750	0.7859
0.5882	0.7697
0.5919	0.7968
0.5901	0.7990
0.5962	0.7801
0.6043	0.7915
0.6071	0.7985
0.6168	0.7887
0.6199	0.7928
0.6213	0.7893
0.6261	0.7921
0.6304	0.7813
0.6245	0.8114
0.6254	0.7928
0.6285	0.8104
0.6336	0.8184
0.6276	0.8027
0.6361	0.8171
0.6373	0.8024
0.6461	0.8149
0.6493	0.8171
0.6533	0.8144
0.6587	0.8324
0.6642	0.8119
0.6749	0.8232
0.6813	0.8368
0.6877	0.8363
0.6803	0.8280
0.6836	0.8355
0.6855	0.8446
0.6932	0.8414
0.6951	0.8496
0.7007	0.8319
0.7006	0.8332
0.7065	0.8310
0.7061	0.8246
0.7098	0.8379
0.7120	0.8423
0.7127	0.8361
0.7107	0.8223
0.7227	0.8525
0.7234	0.8333
0.7242	0.8313
0.7267	0.8382
0.7280	0.8299
0.7288	0.8257
0.7312	0.8355
0.7313	0.8328
0.7276	0.8534
0.7305	0.8303
0.7303	0.8438
0.7357	0.8336
0.7336	0.8331
0.7328	0.8360
0.7318	0.8315
0.7326	0.8407
0.7310	0.8395
0.7320	0.8437
0.7304	0.8380
0.7325	0.8372
0.7312	0.8395
0.7342	0.8401
0.7302	0.8549
0.7297	0.8450
0.7262	0.8377
0.7366	0.8407
0.7313	0.8521
0.7333	0.8498
0.7338	0.8674
0.7355	0.8523
0.7299	0.8706
0.7288	0.8733
0.7239	0.8414
0.7233	0.8621
0.7200	0.8541
0.7238	0.8383
0.7201	0.8570
0.7212	0.8538
0.7208	0.8569
0.7167	0.8543
0.7119	0.8351
0.7176	0.8482
0.7164	0.8336
0.7144	0.8496
0.7137	0.8418
0.7112	0.8375
0.7137	0.8354
0.7080	0.8411
0.7085	0.8436
0.6989	0.8532
0.7037	0.8550
0.7038	0.8599
0.7000	0.8736
0.7012	0.8481
0.7047	0.8658
0.7058	0.8333
0.7052	0.8441
0.7099	0.8634
0.7127	0.8581
0.7118	0.8651
0.7106	0.8655
0.7228	0.8566
0.7212	0.8631
0.7165	0.8666
0.7201	0.8535
0.7211	0.8423
0.7253	0.8647
0.7208	0.8400
0.7242	0.8516
0.7296	0.8643
0.7302	0.8624
0.7221	0.8461
0.7227	0.8594
0.7358	0.8551
0.7390	0.8594
0.7361	0.8709
0.7321	0.8626
0.7310	0.8673
0.7346	0.8586
0.7384	0.8535
0.7425	0.8684
