0.5013	0.6319
0.5068	0.6728
0.5141	0.6111
0.5147	0.6728
0.5116	0.6085
0.5133	0.6195
0.5226	0.6133
0.5256	0.6132
0.5215	0.6549
0.5279	0.6549
0.5288	0.6559
0.5318	0.6549
0.5336	0.6728
0.5356	0.6974
0.5351	0.6500
0.5313	0.6530
0.5305	0.6630
0.5332	0.6232
0.5374	0.6750
0.5439	0.6728
0.5448	0.6630
0.5436	0.6769
0.5503	0.6728
0.5476	0.6630
0.5479	0.6574
0.5443	0.6574
0.5467	0.6574
0.5531	0.6728
0.5557	0.6728
0.5510	0.6492
0.5545	0.6604
0.5548	0.6604
0.5571	0.6728
0.5534	0.6592
0.5529	0.6604
0.5650	0.6604
0.5641	0.6571
0.5618	0.6388
0.5635	0.6524
0.5656	0.6571
0.5770	0.6590
0.5776	0.6728
0.5743	0.6590
0.5780	0.6418
0.5761	0.6677
0.5752	0.6478
0.5748	0.6490
0.5764	0.6490
0.5786	0.6470
0.5802	0.6478
0.5832	0.6605
0.5804	0.6494
0.5774	0.6490
0.5871	0.6509
0.5900	0.6592
0.5873	0.6566
0.5858	0.6592
0.5851	0.6566
0.5928	0.6878
0.5850	0.6490
0.5887	0.6530
0.5909	0.6835
0.5918	0.6588
0.5927	0.6614
0.5865	0.6653
0.5850	0.6696
0.5834	0.6737
0.5907	0.6591
0.5881	0.6626
0.5858	0.6626
0.5842	0.6680
0.5777	0.6680
0.5818	0.6369
0.5779	0.6444
0.5800	0.6680
0.5780	0.6542
0.5740	0.6604
0.5773	0.6939
0.5755	0.6635
0.5777	0.6696
0.5791	0.6939
0.5801	0.6763
0.5773	0.6630
0.5769	0.6575
